"'Location","'Year","'Sex","'Area","'0-4","'5-9","'10-14","'15-19","'20-24","'25-29","'30-34","'35-39","'40-44","'45-49","'50-54","'55-59","'60-64","'65-69","'70-74","'75-79","'80+","'Total"
"Eastern Europe","1980","Male","Rural","4,588","4,273","4,177","3,860","4,635","4,338","3,368","2,298","3,228","3,149","3,597","2,635","1,507","1,953","1,420","867","592","50,484"
"Eastern Europe","1985","Male","Rural","4,357","4,185","4,036","3,473","3,687","4,193","3,767","2,899","2,052","3,348","2,964","3,393","2,154","1,229","1,386","945","651","48,718"
"Eastern Europe","1990","Male","Rural","4,056","4,041","4,025","3,494","3,281","3,436","3,745","3,356","2,647","2,119","3,173","2,845","2,830","1,817","899","943","741","47,446"
"Eastern Europe","1995","Male","Rural","3,287","4,068","4,030","3,785","3,359","3,189","3,403","3,737","3,318","2,583","1,991","2,921","2,512","2,338","1,378","603","773","47,273"
"Eastern Europe","2000","Male","Rural","2,674","3,298","4,154","3,897","3,568","3,212","3,236","3,356","3,639","3,225","2,465","1,867","2,578","2,077","1,743","918","586","46,496"
"Eastern Europe","2005","Male","Rural","2,478","2,688","3,336","3,983","3,489","3,371","3,199","3,190","3,370","3,558","3,104","2,337","1,641","2,132","1,557","1,166","679","45,276"
"Eastern Europe","2010","Male","Rural","2,722","2,489","2,666","3,062","3,701","3,473","3,324","3,200","3,063","3,382","3,390","2,971","2,003","1,432","1,639","1,055","922","44,494"
"Eastern Europe","2015","Male","Rural","2,767","2,809","2,585","2,347","2,788","3,413","3,407","3,391","3,260","2,924","3,045","2,902","2,507","1,750","1,171","1,191","958","43,215"
"Belarus","1980","Male","Rural","137","138","164","194","174","104","98","70","112","124","163","113","62","74","67","51","45","1,893"
"Belarus","1985","Male","Rural","130","123","143","142","147","106","101","81","67","116","137","150","88","48","55","47","43","1,725"
"Belarus","1990","Male","Rural","121","120","117","113","96","109","116","94","77","71","119","130","126","73","36","38","41","1,599"
"Belarus","1995","Male","Rural","93","120","116","104","92","89","112","112","90","73","68","108","115","102","56","24","34","1,508"
"Belarus","2000","Male","Rural","72","92","115","91","81","89","96","109","111","88","71","64","95","93","74","36","23","1,398"
"Belarus","2005","Male","Rural","59","68","90","98","81","72","82","90","104","104","80","62","51","72","65","47","25","1,250"
"Belarus","2010","Male","Rural","59","56","67","64","81","74","71","81","88","100","98","74","55","42","53","41","32","1,134"
"Belarus","2015","Male","Rural","54","59","59","44","58","69","71","76","80","77","84","77","59","50","31","38","25","1,012"
"Bulgaria","1980","Male","Rural","107","125","128","77","86","104","103","95","101","123","125","132","82","108","88","54","36","1,674"
"Bulgaria","1985","Male","Rural","97","102","115","95","80","87","91","95","87","95","117","119","122","71","87","61","42","1,566"
"Bulgaria","1990","Male","Rural","86","91","97","99","84","86","86","84","87","83","90","111","110","108","59","59","45","1,465"
"Bulgaria","1995","Male","Rural","67","81","81","82","81","81","79","77","76","82","77","88","105","98","84","39","52","1,330"
"Bulgaria","2000","Male","Rural","51","65","77","71","76","76","75","74","74","75","83","77","85","94","79","57","39","1,227"
"Bulgaria","2005","Male","Rural","45","51","61","67","63","67","69","72","70","71","75","80","76","77","77","53","42","1,118"
"Bulgaria","2010","Male","Rural","44","45","47","55","59","59","62","67","68","67","71","71","76","68","60","51","43","1,014"
"Bulgaria","2015","Male","Rural","43","46","43","43","42","54","54","58","66","65","62","64","67","71","55","41","40","915"
"Czech Republic","1980","Male","Rural","115","105","88","87","94","103","104","89","65","72","69","79","38","61","47","29","17","1,259"
"Czech Republic","1985","Male","Rural","87","111","107","88","87","87","99","106","85","63","65","68","73","32","46","31","20","1,253"
"Czech Republic","1990","Male","Rural","82","85","114","108","89","82","85","102","103","83","58","64","63","61","24","32","23","1,261"
"Czech Republic","1995","Male","Rural","78","82","89","118","112","87","83","91","102","104","78","59","62","56","49","18","27","1,294"
"Czech Republic","2000","Male","Rural","63","83","87","93","121","112","90","87","94","105","104","77","55","54","44","34","20","1,323"
"Czech Republic","2005","Male","Rural","65","65","87","89","95","120","114","94","90","96","104","101","72","49","44","32","27","1,345"
"Czech Republic","2010","Male","Rural","82","69","68","91","95","99","127","123","100","94","98","103","97","65","41","33","31","1,415"
"Czech Republic","2015","Male","Rural","86","88","75","71","87","93","104","137","127","101","98","95","100","85","58","32","34","1,469"
"Hungary","1980","Male","Rural","159","146","136","111","153","159","127","121","112","122","123","127","59","92","70","44","29","1,890"
"Hungary","1985","Male","Rural","115","153","142","114","109","142","150","122","115","106","115","112","114","50","69","44","30","1,803"
"Hungary","1990","Male","Rural","113","113","149","124","114","102","135","145","118","109","99","104","99","93","38","44","32","1,732"
"Hungary","1995","Male","Rural","112","117","117","144","136","121","113","143","145","115","104","92","92","81","70","25","34","1,761"
"Hungary","2000","Male","Rural","98","115","121","118","152","133","122","116","144","143","110","97","83","79","62","48","27","1,767"
"Hungary","2005","Male","Rural","87","97","115","112","114","136","124","119","110","132","130","98","82","65","57","39","35","1,653"
"Hungary","2010","Male","Rural","78","83","92","102","106","102","125","119","114","102","116","113","81","68","49","38","36","1,523"
"Hungary","2015","Male","Rural","73","79","83","79","93","91","92","125","116","109","88","92","89","64","52","33","35","1,393"
"Poland","1980","Male","Rural","732","650","612","610","737","672","494","324","398","437","425","371","221","285","235","141","82","7,427"
"Poland","1985","Male","Rural","757","674","627","535","603","699","611","457","309","378","410","391","333","187","221","157","104","7,455"
"Poland","1990","Male","Rural","655","699","649","553","519","563","636","573","440","297","358","380","350","285","148","150","119","7,374"
"Poland","1995","Male","Rural","592","634","675","608","571","518","544","609","548","420","281","329","335","291","218","101","123","7,397"
"Poland","2000","Male","Rural","467","579","633","656","591","543","494","525","589","530","402","261","293","282","225","150","101","7,321"
"Poland","2005","Male","Rural","396","469","582","633","647","578","520","484","524","587","518","383","239","253","226","162","129","7,332"
"Poland","2010","Male","Rural","426","407","479","573","616","646","577","533","491","516","562","490","354","215","211","171","165","7,433"
"Poland","2015","Male","Rural","449","459","431","465","529","577","623","616","569","482","460","502","440","330","191","169","203","7,497"
"Republic of Moldova","1980","Male","Rural","119","114","109","82","97","96","75","59","66","66","66","55","34","37","23","14","10","1,122"
"Republic of Moldova","1985","Male","Rural","124","112","109","62","85","97","90","67","49","66","61","62","45","29","26","15","11","1,110"
"Republic of Moldova","1990","Male","Rural","121","119","111","73","62","81","91","82","57","49","59","57","51","38","21","18","11","1,100"
"Republic of Moldova","1995","Male","Rural","99","120","118","101","75","58","78","87","78","53","45","52","48","41","28","13","12","1,107"
"Republic of Moldova","2000","Male","Rural","81","97","115","102","84","61","57","73","78","71","48","41","44","39","31","19","11","1,054"
"Republic of Moldova","2005","Male","Rural","57","69","96","99","84","70","59","61","74","74","67","47","36","36","29","20","13","991"
"Republic of Moldova","2010","Male","Rural","66","55","65","89","87","76","63","55","60","70","69","62","42","29","27","19","15","950"
"Republic of Moldova","2015","Male","Rural","63","66","54","58","68","85","75","61","54","55","65","62","51","37","23","19","15","910"
"Romania","1980","Male","Rural","547","512","652","319","561","450","308","223","379","402","411","363","175","278","206","128","76","5,991"
"Romania","1985","Male","Rural","430","511","508","611","298","454","305","257","241","394","393","388","324","153","208","141","96","5,711"
"Romania","1990","Male","Rural","422","381","516","494","567","226","289","231","271","250","388","376","350","287","118","145","112","5,422"
"Romania","1995","Male","Rural","330","395","348","450","452","481","200","330","278","296","249","375","347","307","230","83","121","5,273"
"Romania","2000","Male","Rural","326","332","423","352","426","417","484","197","322","283","290","236","337","299","244","161","90","5,217"
"Romania","2005","Male","Rural","291","321","330","411","359","415","408","454","252","317","289","271","231","280","237","167","125","5,159"
"Romania","2010","Male","Rural","267","296","313","316","386","358","410","408","411","271","297","282","252","214","225","174","153","5,034"
"Romania","2015","Male","Rural","262","297","298","274","269","365","365","432","372","378","232","278","296","241","182","171","173","4,885"
"Russian Federation","1980","Male","Rural","1,832","1,684","1,532","1,608","1,925","1,860","1,460","841","1,292","1,198","1,484","856","527","593","388","213","144","19,436"
"Russian Federation","1985","Male","Rural","1,835","1,641","1,535","1,203","1,575","1,826","1,617","1,191","663","1,384","1,120","1,404","625","394","396","245","154","18,808"
"Russian Federation","1990","Male","Rural","1,749","1,708","1,550","1,289","1,151","1,556","1,674","1,414","1,014","709","1,319","1,095","1,106","489","275","262","191","18,550"
"Russian Federation","1995","Male","Rural","1,313","1,792","1,746","1,499","1,228","1,157","1,562","1,660","1,386","974","655","1,185","936","879","357","177","210","18,716"
"Russian Federation","2000","Male","Rural","1,023","1,327","1,861","1,719","1,391","1,189","1,214","1,548","1,617","1,350","934","614","1,041","746","634","225","160","18,593"
"Russian Federation","2005","Male","Rural","1,050","1,063","1,367","1,794","1,420","1,301","1,223","1,233","1,525","1,581","1,278","872","516","849","549","406","150","18,178"
"Russian Federation","2010","Male","Rural","1,223","1,061","1,044","1,213","1,611","1,471","1,283","1,223","1,172","1,547","1,530","1,243","743","435","625","343","268","18,034"
"Russian Federation","2015","Male","Rural","1,272","1,205","1,116","901","1,156","1,507","1,402","1,271","1,290","1,163","1,419","1,270","951","596","352","440","265","17,577"
"Slovakia","1980","Male","Rural","128","122","101","100","104","103","82","71","61","63","58","62","30","45","36","21","14","1,201"
"Slovakia","1985","Male","Rural","113","127","110","86","89","95","100","80","64","54","54","51","55","25","33","23","15","1,173"
"Slovakia","1990","Male","Rural","98","112","115","95","78","81","92","96","72","56","46","48","45","46","18","22","16","1,136"
"Slovakia","1995","Male","Rural","86","103","107","105","90","75","84","94","92","68","52","43","44","40","35","13","18","1,151"
"Slovakia","2000","Male","Rural","69","92","100","100","102","89","78","88","91","87","63","49","41","40","31","25","15","1,161"
"Slovakia","2005","Male","Rural","64","74","90","94","98","103","94","83","86","87","82","61","48","38","32","23","21","1,178"
"Slovakia","2010","Male","Rural","70","67","75","91","97","100","106","97","85","87","86","80","57","42","30","23","22","1,214"
"Slovakia","2015","Male","Rural","74","75","70","74","87","96","102","114","102","83","83","80","75","52","36","22","24","1,250"
"Ukraine","1980","Male","Rural","712","677","654","673","704","686","515","405","643","542","674","477","278","380","262","172","139","8,592"
"Ukraine","1985","Male","Rural","668","631","640","536","615","600","602","442","371","691","492","647","376","240","245","181","137","8,115"
"Ukraine","1990","Male","Rural","608","613","608","547","522","549","540","534","407","409","636","481","529","336","162","174","150","7,807"
"Ukraine","1995","Male","Rural","516","623","632","575","521","521","549","534","522","398","383","590","427","443","251","109","142","7,737"
"Ukraine","2000","Male","Rural","425","517","622","595","545","504","527","539","519","494","359","352","503","350","319","164","100","7,435"
"Ukraine","2005","Male","Rural","363","410","518","584","527","510","505","499","535","509","481","361","290","413","241","215","111","7,072"
"Ukraine","2010","Male","Rural","407","349","414","469","562","489","498","493","474","528","463","454","247","255","319","162","158","6,742"
"Ukraine","2015","Male","Rural","392","435","356","339","398","476","519","500","483","411","455","382","379","224","190","226","142","6,306"
"Northern Europe","1980","Male","Rural","683","778","879","877","693","633","713","647","621","627","673","698","563","546","435","275","208","10,547"
"Northern Europe","1985","Male","Rural","696","702","785","839","717","645","659","754","663","632","634","656","619","488","429","300","235","10,449"
"Northern Europe","1990","Male","Rural","719","724","714","755","677","683","686","707","777","683","643","629","587","543","392","306","272","10,497"
"Northern Europe","1995","Male","Rural","687","741","725","674","606","638","722","728","715","782","688","632","564","510","436","281","294","10,420"
"Northern Europe","2000","Male","Rural","611","712","744","685","536","573","694","777","747","722","792","680","578","498","418","319","298","10,385"
"Northern Europe","2005","Male","Rural","567","616","695","702","554","513","619","748","781","739","714","762","606","498","404","307","329","10,151"
"Northern Europe","2010","Male","Rural","591","570","598","645","553","536","553","652","744","762","720","676","679","519","410","304","355","9,869"
"Northern Europe","2015","Male","Rural","565","602","556","557","499","505","568","596","659","729","744","689","602","597","432","318","375","9,592"
"Channel Islands","1980","Male","Rural","2","3","3","3","3","3","3","3","3","3","3","2","2","2","2","1","1","42"
